ano,paginas,adulto,artes,autoajuda,aventura,biografia,comunicação,contos,crime,culinária,decoração,drama,economia,ensaios,entretenimento,erótico,fantasia,ficção,filosofia,história,infantil,infantojuvenil,brasileira,estrangeira,matemática,memórias,música,não-ficção,poesias,policial,política,psicologia,religião,romance,saúde,sexo,sociologia,suspense,terror,viagens,ratingcurrent,resenhas,abandonos,relendo,querem_ler,lendo,leram,favoritos,desejados,trocam,avaliaram,gender
0.996039603960396,0.00563063063063063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6166666666666667,0.0,0.0,0.0,7.028147731665319e-05,0.0,0.00010622477161674103,0.0,0.000318775900541919,0.0,0.00018429782528566163,0
0.9930693069306931,0.033783783783783786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7166666666666667,0.0,0.0,0.0,0.0003514073865832659,0.00034376074252320387,0.0004957156008781248,0.00019175455417066154,0.000956327701625757,0.0,0.00043002825899987715,0
0.994059405940594,0.00563063063063063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.0,0.0,3.5140738658326595e-05,0.0,7.081651441116069e-05,0.0,0.0,0.0,6.143260842855388e-05,0
0.994059405940594,0.00563063063063063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.00010542221597497978,0.0,3.5408257205580345e-05,0.0,0.0,0.0,6.143260842855388e-05,0
0.9930693069306931,0.033783783783783786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7166666666666667,0.0,0.0,0.0,0.00028112590926661276,0.00034376074252320387,0.0006019403724948658,0.00019175455417066154,0.000956327701625757,0.002824858757062147,0.00043002825899987715,0
0.994059405940594,0.006756756756756757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.00010622477161674103,0.0,0.0,0.0,0.00012286521685710776,0
0.996039603960396,0.07207207207207207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.0,0.0,0.00017570369329163296,0.0,0.00021244954323348207,0.00019175455417066154,0.000318775900541919,0.0,0.0003071630421427694,0
0.9955445544554455,0.08108108108108109,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5666666666666667,0.00186219739292365,0.00042354934349851756,0.0,0.00017570369329163296,0.00034376074252320387,0.00017704128602790174,0.0,0.0,0.002824858757062147,0.00043002825899987715,0
0.995049504950495,0.07094594594594594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6333333333333333,0.0,0.00042354934349851756,0.0,0.00028112590926661276,0.0,0.00017704128602790174,0.0,0.0,0.0,0.0002457304337142155,0
0.994059405940594,0.006756756756756757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.00186219739292365,0.0,0.0,3.5140738658326595e-05,0.0,0.00014163302882232138,0.0,0.0,0.0,0.00012286521685710776,0
0.996039603960396,0.07207207207207207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5666666666666667,0.0,0.0,0.0,0.00038654812524159255,0.00034376074252320387,0.00017704128602790174,0.0,0.0,0.0,0.0003071630421427694,0
0.994059405940594,0.07207207207207207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.0,0.0,0.0,3.5140738658326595e-05,0.0,0.00021244954323348207,0.0,0.000318775900541919,0.002824858757062147,0.00018429782528566163,0
